,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Year_of_ten
1562,The Incredibles,GC,2004.0,Action,THQ,0.65,0.17,0.0,0.02,0.84,63.0,27.0,7.1,7.0,Heavy Iron Studios,T,2000.0
1563,Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,84.0,87.0,8.9,1548.0,Monolith Soft,T,2010.0
1564,NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83.0,30.0,7.8,39.0,Visual Concepts,E,2000.0
1565,Skate 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,84.0,50.0,7.8,53.0,EA Black Box,T,2000.0
1566,Big Mutha Truckers,PS2,2002.0,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,62.0,15.0,5.3,20.0,Eutechnyx,T,2000.0
1567,Rogue Galaxy,PS2,2005.0,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84,83.0,59.0,8.4,89.0,Level 5,T,2000.0
1568,ESPN College Hoops 2K5,PS2,2004.0,Sports,Sega,0.41,0.32,0.0,0.11,0.84,86.0,14.0,8.1,10.0,Visual Concepts,E,2000.0
1569,NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,77.0,9.0,6.2,40.0,EA Tiburon,E,2010.0
1570,Harry Potter and the Order of the Phoenix,DS,2007.0,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,51.0,15.0,4.9,19.0,Visual Impact,E,2000.0
1571,Sniper Elite V2,X360,2012.0,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,67.0,37.0,6.8,131.0,Rebellion,M,2010.0
1572,Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,0.6,0.22,0.0,0.01,0.84,89.0,50.0,9,132.0,Nintendo,E,2000.0
1573,Burnout Legends,PSP,2005.0,Racing,Electronic Arts,0.7,0.05,0.0,0.08,0.84,86.0,53.0,8.4,108.0,Criterion Games,E10+,2000.0
1574,Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.83,57.0,11.0,6.7,28.0,Ubisoft,T,2000.0
1575,Madden NFL 09 All-Play,Wii,2008.0,Sports,Electronic Arts,0.76,0.01,0.0,0.06,0.83,82.0,19.0,7.2,22.0,EA Tiburon,E,2000.0
1576,Dynasty Warriors 2,PS2,2000.0,Action,THQ,0.24,0.19,0.34,0.06,0.83,75.0,17.0,8.8,24.0,Omega Force,T,2000.0
1577,Time Crisis 4,PS3,2007.0,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60.0,52.0,7.4,21.0,Nex Entertainment,T,2000.0
1578,Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M,2010.0
1579,Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,Disney Interactive Studios,0.6,0.22,0.0,0.01,0.83,57.0,6.0,5,5.0,Artificial Mind and Movement,E,2000.0
1580,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,17.0,5.8,41.0,EA Sports,E,2010.0
1581,Brute Force,XB,2003.0,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77.0,45.0,7.8,49.0,Digital Anvil,M,2000.0
1582,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,40.0,6.7,17.0,EA Sports,E,2010.0
1583,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,0.44,0.31,0.0,0.08,0.83,79.0,18.0,8.5,18.0,Yuke's,T,2000.0
1584,Sly 3: Honor Among Thieves,PS2,2005.0,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83.0,59.0,8.8,130.0,Sucker Punch,E10+,2000.0
1585,Need for Speed: Nitro,Wii,2009.0,Racing,Electronic Arts,0.45,0.3,0.0,0.08,0.83,69.0,41.0,7.4,38.0,EA Montreal,E10+,2000.0
1586,Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,0.42,0.21,0.1,0.09,0.83,84.0,51.0,5.3,191.0,Capcom,T,2010.0
1587,Sid Meier's Civilization Revolution,X360,2008.0,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84.0,55.0,7.8,171.0,Firaxis Games,E10+,2000.0
1588,Tales of the Abyss,3DS,2011.0,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83,75.0,33.0,7.6,197.0,Bandai Namco Games,T,2010.0
1589,Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,BioWare,M,2010.0
1590,Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,Activision,0.55,0.2,0.0,0.08,0.82,70.0,16.0,1.8,442.0,"Treyarch, Sledgehammer Games",M,2010.0
1591,James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,78.0,30.0,7.8,25.0,Eurocom Entertainment Software,T,2000.0
1592,Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,0.64,0.17,0.0,0.02,0.82,91.0,27.0,9,27.0,Neversoft Entertainment,T,2000.0
1593,Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,29.0,8.2,33.0,Raven Software,T,2000.0
1594,DJ Hero 2,X360,2010.0,Misc,Activision,0.64,0.12,0.0,0.06,0.82,86.0,66.0,7.9,23.0,FreeStyleGames,T,2010.0
1595,Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65.0,18.0,8.2,28.0,Marvelous Entertainment,E,2000.0
1596,Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,Activision,0.46,0.21,0.0,0.15,0.82,83.0,49.0,8,34.0,Shaba Games,T,2000.0
1597,Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,Electronic Arts,0.68,0.11,0.0,0.03,0.82,75.0,18.0,6.4,15.0,EA Seattle,E,2000.0
1598,Amped: Freestyle Snowboarding,XB,2001.0,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,78.0,30.0,9,20.0,Indie Built,E,2000.0
1599,Stranglehold,X360,2007.0,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77.0,59.0,7.6,91.0,Midway,M,2000.0
1600,Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,Atlus,0.34,0.04,0.36,0.08,0.82,90.0,47.0,8.9,634.0,Atlus Co.,M,2000.0
1601,Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74.0,27.0,8.8,158.0,"Capcom, Pipeworks Software, Inc.",M,2010.0
1602,Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,0.57,0.18,0.0,0.06,0.81,86.0,43.0,8,45.0,Harmonix Music Systems,T,2010.0
1603,Tales of Destiny II,PS,2000.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78.0,9.0,8.7,31.0,Namco,T,2000.0
1604,NASCAR 2001,PS,2000.0,Racing,Electronic Arts,0.45,0.31,0.0,0.05,0.81,73.0,8.0,6.1,9.0,Black Box,E,2000.0
1605,The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,0.63,0.16,0.0,0.02,0.81,86.0,55.0,7.2,74.0,Nintendo,E,2000.0
1606,MediEvil: Resurrection,PSP,2005.0,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,66.0,43.0,8.7,52.0,SCEE,T,2000.0
1607,Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.05,0.81,81.0,8.0,8.8,37.0,Tri-Ace,T,1990.0
1608,Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86.0,60.0,8.7,102.0,SCE Japan Studio,E,2000.0
1609,Pro Evolution Soccer 2010,X360,2009.0,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81,78.0,34.0,7.6,29.0,Konami,E,2000.0
1610,Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,Ubisoft,0.4,0.31,0.0,0.1,0.81,70.0,34.0,8.2,17.0,Ubisoft Shanghai,M,2000.0
1611,Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,EA Sports,E,2010.0
1612,NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80.0,20.0,6.9,14.0,EA Tiburon,E,2000.0
1613,Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,Activision,0.33,0.34,0.0,0.13,0.81,74.0,46.0,7.1,30.0,Neversoft Entertainment,T,2010.0
1614,The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81,75.0,31.0,4.4,166.0,Maxis,T,2000.0
1615,Dragon Ball: Raging Blast 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.18,0.11,0.09,0.81,60.0,27.0,7.5,63.0,Spike,T,2010.0
1616,Yakuza,PS2,2005.0,Action,Sega,0.03,0.02,0.74,0.01,0.8,75.0,58.0,8.2,73.0,Amusement Vision,M,2000.0
1617,Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75.0,36.0,7.6,50.0,Factor 5,T,2000.0
1618,Hitman: Contracts,PS2,2004.0,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8,80.0,39.0,8.3,43.0,Io Interactive,M,2000.0
1619,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.8,79.0,69.0,8.5,99.0,Level 5,T,2010.0
1620,Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,0.52,0.21,0.0,0.07,0.8,45.0,6.0,7.8,11.0,Monkey Bar Games,E10+,2000.0
1621,Final Fantasy Anthology,PS,1999.0,Role-Playing,Square EA,0.45,0.3,0.0,0.05,0.8,80.0,14.0,8.1,28.0,SquareSoft,T,1990.0
1622,DiRT 2,X360,2009.0,Racing,Codemasters,0.32,0.39,0.0,0.09,0.8,87.0,65.0,8.2,110.0,Codemasters,T,2000.0
1623,Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,0.48,0.28,0.0,0.04,0.8,83.0,55.0,7.5,35.0,Ubisoft Montreal,M,2000.0
1624,Killzone: Mercenary,PSV,2013.0,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M,2010.0
1625,Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.18,0.8,72.0,9.0,4.6,5.0,Konami,E,2000.0
1626,Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T,2000.0
1627,Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,Square Enix,0.16,0.24,0.28,0.12,0.8,86.0,14.0,8.5,223.0,Virtuos,T,2010.0
1628,Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.8,68.0,16.0,8.3,15.0,EA Seattle,E,2000.0
1629,Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,57.0,8.0,7,15.0,Ubisoft Paris,E10+,2000.0
1630,The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.38,0.0,0.22,0.79,57.0,9.0,7.3,10.0,Maxis,T,2000.0
1631,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.11,0.79,73.0,31.0,8.6,61.0,Spike,T,2000.0
1632,Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.18,0.79,71.0,11.0,6.3,15.0,BudCat,T,2000.0
1633,Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,0.43,0.29,0.0,0.07,0.79,48.0,10.0,6.4,5.0,Krome Studios,T,2000.0
1634,pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.16,0.79,74.0,10.0,5.8,5.0,Konami,E,2010.0
1635,Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.61,0.16,0.0,0.02,0.79,79.0,28.0,8.9,148.0,Marvelous,E,2000.0
1636,DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,40.0,5.3,1471.0,Ninja Theory,M,2010.0
1637,Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.44,0.3,0.0,0.05,0.79,34.0,6.0,5.3,6.0,Deibus Studios,E,2000.0
1638,Darksiders II,X360,2012.0,Action,THQ,0.45,0.27,0.0,0.07,0.79,83.0,63.0,8,456.0,Vigil Games,M,2010.0
1639,Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,0.37,0.35,0.01,0.07,0.79,76.0,12.0,5.4,107.0,Ghost Games,E10+,2010.0
1640,[Prototype 2],X360,2012.0,Action,Activision,0.48,0.24,0.0,0.07,0.79,74.0,69.0,7,173.0,Radical Entertainment,M,2010.0
1641,Armored Core 2,PS2,2000.0,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0,From Software,T,2000.0
1642,The Godfather II,X360,2009.0,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65.0,72.0,6.9,60.0,EA Redwood Shores,M,2000.0
1643,Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75.0,59.0,7.8,320.0,Capcom,M,2010.0
1644,Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,Konami,E,2010.0
1645,Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84.0,75.0,7.7,325.0,Rare Ltd.,M,2010.0
1646,Band Hero,X360,2009.0,Misc,Activision,0.51,0.21,0.0,0.07,0.79,76.0,52.0,5,30.0,Neversoft Entertainment,E10+,2000.0
1647,NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79,83.0,6.0,8.3,23.0,EA Tiburon,E,2000.0
1648,FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.79,82.0,20.0,8.2,23.0,EA Canada,E,2000.0
1649,The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.25,0.79,64.0,5.0,7.3,18.0,Maxis,E10+,2000.0
1650,Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79,72.0,56.0,7.2,150.0,"Square Enix, Tri-Ace",T,2000.0
1651,Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,17.0,6,34.0,City Interactive,M,2010.0
1652,Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.17,0.5,0.0,0.11,0.79,69.0,32.0,7.3,19.0,Novarama,E10+,2000.0
1653,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.29,0.0,0.13,0.78,55.0,5.0,3.1,57.0,Yuke's,T,2010.0
1654,Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65.0,80.0,7,458.0,Silicon Knights,T,2000.0
1655,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,81.0,38.0,7.7,9.0,EA Tiburon,E,2000.0
1656,Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,85.0,59.0,8.1,148.0,Ubisoft Shanghai,M,2000.0
1657,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.07,0.78,74.0,31.0,8.5,39.0,CyberConnect2,T,2010.0
1658,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0,Camelot Software Planning,E10+,2010.0
1659,Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.31,0.0,0.07,0.78,86.0,59.0,7.4,105.0,EA Canada,M,2010.0
1660,Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.26,0.01,0.07,0.78,57.0,43.0,6.3,192.0,Techland,M,2010.0
1661,Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+,2000.0
1662,The World Ends With You,DS,2007.0,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,88.0,59.0,8.9,283.0,Jupiter Corporation,T,2000.0
1663,Drawn to Life,DS,2007.0,Action,THQ,0.71,0.01,0.0,0.06,0.78,73.0,34.0,8.2,30.0,5TH Cell,E,2000.0
1664,Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,39.0,7.7,87.0,Firaxis Games,E10+,2000.0
1665,NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.65,0.02,0.0,0.11,0.78,81.0,12.0,8.4,18.0,"Kush Games, Visual Concepts",E,2000.0
1666,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78,80.0,17.0,8.6,46.0,Eurocom Entertainment Software,T,2000.0
1667,Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.33,0.0,0.12,0.78,72.0,38.0,6.3,52.0,Eurocom Entertainment Software,T,2010.0
1668,Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.32,0.0,0.08,0.78,87.0,55.0,8.2,209.0,UBlart Montpellier,E10+,2010.0
1669,Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,47.0,3.8,449.0,Gearbox Software,M,2010.0
1670,Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,iNiS,T,2000.0
1671,MadWorld,Wii,2009.0,Action,Sega,0.45,0.23,0.02,0.07,0.77,81.0,74.0,8.6,176.0,PlatinumGames,M,2000.0
1672,Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77,57.0,14.0,7.1,19.0,EA Games,E,2000.0
1673,Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77,81.0,75.0,7.3,229.0,Rare Ltd.,M,2000.0
1674,Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,30.0,6.3,46.0,"EA Canada, Nihilistic",T,2000.0
1675,Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,78.0,13.0,8.5,24.0,Eden Studios,E,1990.0
1676,Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.55,0.14,0.03,0.06,0.77,52.0,56.0,4.9,330.0,Slant Six,M,2010.0
1677,UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E,2010.0
1678,Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.23,0.77,70.0,22.0,6.6,18.0,Team 17,E10+,2000.0
1679,Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,5,6.0,David A. Palmer Productions,E,2000.0
1680,Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T,2000.0
1681,Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,33.0,8.7,16.0,Capcom,T,2000.0
1682,Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.01,0.77,77.0,16.0,8.4,27.0,Rare Ltd.,E,2000.0
1683,All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,15.0,8.4,17.0,Acclaim Studios Austin,E,2000.0
1684,Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.56,0.03,0.77,45.0,26.0,3,29.0,SquareSoft,T,2000.0
1685,Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,Ambrella,E,2000.0
1686,Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77,57.0,26.0,7.2,58.0,Spike,T,2000.0
1687,Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,45.0,8.2,38.0,Incognito Inc.,T,2000.0
1688,Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,5.0,6.7,49.0,Sonic Team,E10+,2000.0
1689,Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.0,0.03,0.76,56.0,57.0,4.7,69.0,Reflections Interactive,M,2000.0
1690,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76,94.0,4.0,8.7,40.0,KCET,E,1990.0
1691,Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.23,0.31,0.03,0.19,0.76,52.0,7.0,6.8,37.0,Piranha Games,T,2000.0
1692,Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.57,0.04,0.11,0.06,0.76,85.0,54.0,8,188.0,Nintendo,T,2000.0
1693,Bayonetta 2,WiiU,2014.0,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91.0,80.0,8.2,1217.0,PlatinumGames,M,2010.0
1694,Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.38,0.23,0.0,0.15,0.76,63.0,25.0,8,41.0,Savage Entertainment,T,2000.0
1695,Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65.0,47.0,6.9,30.0,Sony Bend,M,2000.0
1696,The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,52.0,29.0,3.3,31.0,EA Games,T,2010.0
1697,Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,81.0,53.0,8.8,24.0,Midway,M,2000.0
1698,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39.0,6.0,7.6,5.0,Vicarious Visions,E,2000.0
1699,DJ Hero,Wii,2009.0,Misc,Activision,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,Exient Entertainment,T,2000.0
1700,Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.32,0.0,0.1,0.76,95.0,52.0,8.8,5999.0,Valve Software,E10+,2010.0
1701,Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.12,0.76,51.0,48.0,4.9,278.0,"Gearbox Software, 3D Realms",M,2010.0
1702,Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.52,0.18,0.0,0.06,0.76,71.0,10.0,7.8,31.0,"LucasArts, Red Fly Studio",T,2010.0
1703,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.39,0.0,0.08,0.75,60.0,35.0,6,8.0,EA Bright Light,E10+,2000.0
1704,Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.54,0.75,67.0,8.0,8.4,9.0,Asobo Studio,E,2000.0
1705,Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.48,0.25,0.03,0.75,81.0,58.0,7.9,86.0,Level 5,E10+,2010.0
1706,Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,10.0,8.9,55.0,Capcom,E,2000.0
1707,Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,Respawn Entertainment,M,2010.0
1708,Genji: Days of the Blade,PS3,2006.0,Action,Sony Computer Entertainment,0.18,0.37,0.06,0.14,0.75,55.0,46.0,5.8,30.0,Game Republic,T,2000.0
1709,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,10.0,7.3,900.0,"Kojima Productions, Moby Dick Studio",M,2010.0
1710,Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.38,0.0,0.08,0.75,81.0,75.0,7.8,69.0,Rockstar San Diego,E,2000.0
1711,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.28,0.39,0.0,0.08,0.75,58.0,22.0,6,8.0,Planet Moon Studios,E,2000.0
1712,PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.0,18.0,7,27.0,Creatures Inc.,E,2010.0
1713,DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.1,0.75,86.0,46.0,7.8,22.0,FreeStyleGames,T,2010.0
1714,WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,THQ,0.41,0.2,0.0,0.14,0.75,72.0,9.0,6,9.0,Yuke's,T,2000.0
1715,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,TT Games,E10+,2010.0
1716,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,53.0,6.7,150.0,Project Soul,T,2010.0
1717,Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.5,6.0,Edge of Reality,E,2000.0
1718,Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75,78.0,21.0,7.4,49.0,KCEJ,M,2000.0
1719,Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,82.0,56.0,7.2,386.0,Konami,E,2010.0
1720,Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.48,0.24,0.0,0.03,0.75,83.0,55.0,7.8,12.0,Neversoft Entertainment,T,2000.0
